-74.00424,40.711539,"Swamp Church, 1766-1831",L,Non-evangelical,"<div class=""googft-info-window""> <b>name:</b> ""Swamp Church,"" (Lutheran), 1766-1831 <b>description:</b> Moved to Walker Street in 1830. <b>Denomination:</b> Lutheran <b>Date Founded/Built:</b> 1766 </div>"
-74.010675,40.708044,"Cedar Street Presbyterian Church, 1756-1836",P ,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Cedar Street Presbyterian Church, 1756-1836 <b>description:</b> Rebuilt 1768. Moved up to Cosby and Grant Streets in 1836. <b>Denomination:</b> Presbyterian <b>Date Founded/Built:</b> 1756 </div>"
-74.009923,40.707687,"Eglise Francaise du St Esprit (Huguenots), 1704-1832",H,Non-evangelical,"<div class=""googft-info-window""> <b>name:</b> Eglise Francaise du St Esprit (Huguenots), 1704-1832 <b>description:</b> Moved from Petticoat Lane in 1704. Moved up to Church Street in 1832.  United with Protestant Episcopals in 1803. <b>Denomination:</b> Protestant Episcopalian <b>Date Founded/Built:</b> 1704 </div>"
-74.00607,40.70857,"First Baptist Church, 1760-1841",B,Evangelical,"<div class=""googft-info-window""> <b>name:</b> First Baptist Church, 1760-1841 <b>description:</b> Rebuilt 1802. <b>Denomination:</b> Baptist <b>Date Founded/Built:</b> 1760 </div>"
-74.011215,40.707434,"First Presbyterian Church, 1719-1846",P ,Evangelical,"<div class=""googft-info-window""> <b>name:</b> First Presbyterian Church, 1719-1846 <b>description:</b> Frame meetinghouse, 1719-1748; rebuilt stone, 1748; rebuilt after Revolution; rebuilt, 1811; rebuilt, 1834. <b>Denomination:</b> Presbyterian <b>Date Founded/Built:</b> 1719 </div>"
-73.994357,40.714735,"Forsyth Methodist Episcopal Church, 1789-1904",M,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Forsyth Methodist Episcopal Church, 1789-1904 <b>description:</b> Rebuilt 1833. Image painted by William Chappel. Inscription on back: &quot;No. 15/ Infant Funeral 8 young Ladies Born by 8 young ladies/ in White followed by the Widdows &amp; children &amp; [Entering]/ Scene in 2d &amp; Bayard/ now Forsyth St/ the meetinghouse ��� Engine house &amp; Corner Store [3]/ also the Chain across the Street to prohibit the vehicles from Passing in time of Service/ Rev Doct Phoebus pastor/ 1809.&quot; <b>Denomination:</b> Methodist <b>Date Founded/Built:</b> 1789 </div>"
-74.008516,40.709225,"German Reformed Church, 1758-1822",G,Non-evangelical,"<div class=""googft-info-window""> <b>name:</b> German Reformed Church, 1758-1822 <b>description:</b> Move up to Forsyth Street in 1822. <b>Denomination:</b> Other <b>Date Founded/Built:</b> 1758 </div>"
-74.008184,40.70895,"John Street Methodist Episcopal Church, 1768-",M,Evangelical,"<div class=""googft-info-window""> <b>name:</b> John Street Methodist Episcopal Church, 1768- <b>description:</b> Rebuilt 1817, 1841 on same site. <b>Denomination:</b> Methodist <b>Date Founded/Built:</b> 1768 </div>"
-74.009377,40.708199,"Middle Collegiate Dutch Reformed Church, 1729-1844",D,Non-evangelical,"<div class=""googft-info-window""> <b>name:</b> Middle Collegiate Dutch Reformed Church, 1729-1844 <b>description:</b> Sold to the city to become the Post Office in 1844. <b>Denomination:</b> Reformed Dutch <b>Date Founded/Built:</b> 1729 </div>"
-74.006475,40.709922,"North Reformed Dutch Church, 1767-1875",D,Non-evangelical,"<div class=""googft-info-window""> <b>name:</b> North Reformed Dutch Church, 1767-1875 <b>description:</b> Remodeled in 1842. <b>Denomination:</b> Reformed Dutch <b>Date Founded/Built:</b> 1767 </div>"
