-74.007023,40.717269,"Abyssinian Church, 1809-1856",B,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Abyssinian Church, 1809-1856 <b>description:</b> African American congregation.  Meets in former Scotch Baptist Church. <b>Denomination:</b> Baptist <b>Date Founded/Built:</b> 1809 </div>"
-73.993289,40.725095,"African Methodist Episcopal Church, 1833-34",M,Evangelical,"<div class=""googft-info-window""> <b>name:</b> African Methodist Episcopal Church, 1833-34 <b>description:</b> NY branch of Richard Allen's denomination.  When church at rear of 64 Mott Street burned in 1826 or 7, they eventually relocated up to 269 Elizabeth Street.  Listed at this address in 1833 and 34 city directories. <b>Denomination:</b> Methodist <b>Date Founded/Built:</b> 1833 </div>"
-73.989949,40.719811,"Allen Street Methodist Episcopal Church, 1810-1889",M,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Allen Street Methodist Episcopal Church, 1810-1889 <b>description:</b> Moved (?) and rebuilt 1836. <b>Denomination:</b> Methodist <b>Date Founded/Built:</b> 1810 </div>"
-73.991873,40.717157,"Allen Street Presbyterian Church, 1823-1899",P,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Allen Street Presbyterian Church, 1823-1899 <b>description:</b> Moved from the Mission House on corner of Catherine and Banker (Madison), 1817. Rebuilt 1833. <b>Denomination:</b> Presbyterian <b>Date Founded/Built:</b> 1823 </div>"
-74.000955,40.720171,"Amity Street Baptist Church, 1832-34",B,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Amity Street Baptist Church, 1832-34 <b>description:</b> Meets in Broadway Hall.  Moves up to Amity Street in 1834. <b>Denomination:</b> Baptist <b>Date Founded/Built:</b> 1832 </div>"
-73.99673,40.717237,"Asbury African Methodist Episcopal Church, 1813-1842",M,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Asbury African Methodist Episcopal Church, 1813-1842 <b>description:</b> Separate from Zion in 1813 and move into congregational church on 54 Elizabeth Street.  In 1820, Reunite with Zion for two years, ���sometimes standing with the white churches, in the Methodist Episcopal connection, sometimes with the African Conference of the same name, and sometimes with the Zion church.�۝ In 1826, city directories change from listing it as 54 to 55 Elizabeth Street. <b>Denomination:</b> Methodist <b>Date Founded/Built:</b> 1813 </div>"
-74.000789,40.718767,"B'Nai Jeshurun Synagogue, 1827-1850",J,Non-evangelical,"<div class=""googft-info-window""> <b>name:</b> B'Nai Jeshurun Synagogue, 1827-1850 <b>description:</b> Purchase former First Colored Presbyterian Church.  Move up to Greene Street. <b>Denomination:</b> Jewish <b>Date Founded/Built:</b> 1827 </div>"
-74.004395,40.730831,"Bedford Street Methodist Episcopal Church, 1810-1913",M,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Bedford Street Methodist Episcopal Church, 1810-1913 <b>description:</b> Enlarged 1830; rebuilt 1840. <b>Denomination:</b> Methodist <b>Date Founded/Built:</b> 1810 </div>"
-73.994962,40.726322,"Bleecker Street Presbyterian Church, 1826-1855",P,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Bleecker Street Presbyterian Church, 1826-1855 <b>description:</b> Moved from room next door. Moved to Fourth Avenue and 22nd Street in 1855. <b>Denomination:</b> Presbyterian <b>Date Founded/Built:</b> 1826 </div>"
-73.996512,40.716581,"Bowery Presbyterian Church, 1822-1837",P,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Bowery Presbyterian Church, 1822-1837 <b>description:</b> Sponsored by Female Missionary Society. <b>Denomination:</b> Presbyterian <b>Date Founded/Built:</b> 1822 </div>"
-73.989125,40.7286,"Bowery Village Methodist Episcopal Church, 1795-1836",M,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Bowery Village Methodist Episcopal Church, 1795-1836 <b>description:</b> Began as a prayer meeting over John Coutant's grocery.  Moved to multi-purpose structure (school-room on ground; meeting-room above) in 1795.  First church structure built off of the frame of John Street Meetinghouse in 1818. <b>Denomination:</b> Methodist <b>Date Founded/Built:</b> 1795 </div>"
-74.006398,40.711552,"Brick Presbyterian Church, 1767-1858",P,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Brick Presbyterian Church, 1767-1858 <b>description:</b> Moved up to 37th Street in 1858. <b>Denomination:</b> Presbyterian <b>Date Founded/Built:</b> 1767 </div>"
-74.003057,40.721058,"Canal Street Presbyterian Church, 1822-1893",P,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Canal Street Presbyterian Church, 1822-1893 <b>description:</b> Moved up from Orange Street in 1822. Also known as the Orange Street and Irish Presbyterian Church. <b>Denomination:</b> Presbyterian <b>Date Founded/Built:</b> 1822 </div>"
-74.010675,40.708044,"Cedar Street Presbyterian Church, 1756-1836",P,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Cedar Street Presbyterian Church, 1756-1836 <b>description:</b> Rebuilt 1768. Moved up to Cosby and Grant Streets in 1836. <b>Denomination:</b> Presbyterian <b>Date Founded/Built:</b> 1756 </div>"
-74.010665,40.708049,"Cedar Street Presbyterian Church, 1808-1835",P,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Cedar Street Presbyterian Church, 1808-1835 <b>description:</b> Moved up to Duane Street in 1835. <b>Denomination:</b> Presbyterian <b>Date Founded/Built:</b> 1808 </div>"
-73.997775,40.721183,"Central Presbyterian Church, 1822-1866",P,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Central Presbyterian Church, 1822-1866 <b>description:</b> Broome Street.  Moved from Central School in Mulberry Street.  Rebuilt 1854.  Absorbed and moved to Fiftieth Street Prebysterian Church, 1866. <b>Denomination:</b> Presbyterian <b>Date Founded/Built:</b> 1822 </div>"
-74.005243,40.716893,"Christ Church, Protestant Episcopal, 1823-1854",E,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Christ Church, Protestant Episcopal, 1823-1854 <b>description:</b> Anthony Street.  Moved up from Ann Street in 1823. Rebuilt after fire in 1847. On Weeden. <b>Denomination:</b> Protestant Episcopalian <b>Date Founded/Built:</b> 1823 </div>"
-74.006471,40.71036,"Christ Church, Roman Catholic, 1825-1837",C,Non-evangelical,"<div class=""googft-info-window""> <b>name:</b> Christ Church, Roman Catholic, 1825-1837 <b>description:</b> Purchases former Christ Church Protestant Episcopal. <b>Denomination:</b> Catholic <b>Date Founded/Built:</b> 1825 </div>"
-74.000798,40.718883,"Church of the Ascension, 1829-1838",E,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Church of the Ascension, 1829-1838 <b>description:</b> Moved from a room on Broadway and Howard Street in 1829. Moved to Ninth Street in 1838. <b>Denomination:</b> Protestant Episcopalian <b>Date Founded/Built:</b> 1829 </div>"
-74.00229,40.711208,"Church of the Holy Evangelist, 1831-1850",E,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Church of the Holy Evangelist, 1831-1850 <b>description:</b> Begun in the vacated Vandewater Street Church (Presbyterian?) in 1831.  Moved up to Old St. George's Church in 1850. <b>Denomination:</b> Protestant Episcopalian <b>Date Founded/Built:</b> 1831 </div>"
-74.005552,40.718092,"Du St. Esprit Protestant Episcopal Church, 1831-1863",E,Non-evangelical,"<div class=""googft-info-window""> <b>name:</b> Du St. Esprit Protestant Episcopal Church, 1831-1863 <b>description:</b> French Protestant Church under the aegis of the Protestant Episcopal Church.  Moved here in 1831.  Moved up to 30 W. 22nd Street in 1863. <b>Denomination:</b> Protestant Episcopalian <b>Date Founded/Built:</b> 1831 </div>"
-74.009986,40.717126,"Duane Street Methodist Episcopal Church, 1797-1863",M,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Duane Street Methodist Episcopal Church, 1797-1863 <b>description:</b> Moved in 1863 to a private dwelling. <b>Denomination:</b> Methodist <b>Date Founded/Built:</b> 1797 </div>"
-74.002666,40.713261,"Duane Street Universalist Church, 1818-1837",U,Non-evangelical,"<div class=""googft-info-window""> <b>name:</b> Duane Street Universalist Church, 1818-1837 <b>description:</b> Duane and Augustus Streets (later City Hall Place).  Sold to Baptists in 1837. <b>Denomination:</b> Universalist <b>Date Founded/Built:</b> 1818 </div>"
-73.99996,40.741755,"Eighteenth Street Baptist Church, 1833-1838",B,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Eighteenth Street Baptist Church, 1833-1838 <b>description:</b> Moved from Sabbath School on Sixteenth Street.  Moved to Sixteenth Street in 1838. <b>Denomination:</b> Baptist <b>Date Founded/Built:</b> 1833 </div>"
-74.000166,40.743292,"Eighth Avenue Church, 1832-1834",P,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Eighth Avenue Church, 1832-1834 <b>description:</b> Met in store at 189 Eighth Avenue. Moved to church on 17th Street. <b>Denomination:</b> Presbyterian <b>Date Founded/Built:</b> 1832 </div>"
-74.003635,40.733661,"Eighth Presbyterian Church, 1821-1842",P,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Eighth Presbyterian Church, 1821-1842 <b>description:</b> Christopher Street.  Moved from room in the Eagle Factory. <b>Denomination:</b> Presbyterian <b>Date Founded/Built:</b> 1821 </div>"
-74.00607,40.70857,"First Baptist Church, 1760-1841",B,Evangelical,"<div class=""googft-info-window""> <b>name:</b> First Baptist Church, 1760-1841 <b>description:</b> Rebuilt 1802. <b>Denomination:</b> Baptist <b>Date Founded/Built:</b> 1760 </div>"
-74.004339,40.711318,"First Colored Presbyterian Church, 1831-1851",P,Evangelical,"<div class=""googft-info-window""> <b>name:</b> First Colored Presbyterian Church, 1831-1851 <b>description:</b> Formerly the Swamp Church.  Moved from school room near junction of Duane and Hudson Streets. <b>Denomination:</b> Presbyterian <b>Date Founded/Built:</b> 1831 </div>"
-74.008767,40.715126,"First Congregational/Unitarian Church, 1820-1845",V,Non-evangelical,"<div class=""googft-info-window""> <b>name:</b> First Congregational/Unitarian Church, 1820-1845 <b>description:</b> Chambers Street.  Approximate location.  Meet prior in a private house before building church.  Moves to 548 Broadway in 1845. <b>Denomination:</b> Unitarian <b>Date Founded/Built:</b> 1820 </div>"
-74.013477,40.712076,"First Free Presbyterian, 1831-1838",P,Evangelical,"<div class=""googft-info-window""> <b>name:</b> First Free Presbyterian, 1831-1838 <b>description:</b> Moved from Masonic Hall in 1831.  United with Broadway Tabernacle in 1838. <b>Denomination:</b> Presbyterian <b>Date Founded/Built:</b> 1831 </div>"
-74.011215,40.707434,"First Presbyterian Church, 1719-1846",P,Evangelical,"<div class=""googft-info-window""> <b>name:</b> First Presbyterian Church, 1719-1846 <b>description:</b> Frame meetinghouse, 1719-1748; rebuilt stone, 1748; rebuilt after Revolution; rebuilt, 1811; rebuilt, 1834. <b>Denomination:</b> Presbyterian <b>Date Founded/Built:</b> 1719 </div>"
-74.00924,40.722579,"First Wesleyan Chapel, 1833-1856",M,Evangelical,"<div class=""googft-info-window""> <b>name:</b> First Wesleyan Chapel, 1833-1856 <b>description:</b> Moved in 1856 to 7th Avenue and W. 13th Street. <b>Denomination:</b> Methodist <b>Date Founded/Built:</b> 1833 </div>"
-73.994357,40.714735,"Forsyth Methodist Episcopal Church, 1789-1904",M,Evangelical,"<div class=""googft-info-window""> <b>name:</b> Forsyth Methodist Episcopal Church, 1789-1904 <b>description:</b> Rebuilt 1833. Image painted by William Chappel. Inscription on back: &quot;No. 15/ Infant Funeral 8 young Ladies Born by 8 young ladies/ in White followed by the Widdows &amp; children &amp; [Entering]/ Scene in 2d &amp; Bayard/ now Forsyth St/ the meetinghouse ��� Engine house &amp; Corner Store [3]/ also the Chain across the Street to prohibit the vehicles from Passing in time of Service/ Rev Doct Phoebus pastor/ 1809.&quot; <b>Denomination:</b> Methodist <b>Date Founded/Built:</b> 1789 </div>"
-74.010451,40.7062,"Garden Street/South Reformed Dutch Church, 1693-1835",D,Non-evangelical,"<div class=""googft-info-window""> <b>name:</b> Garden Street/South Reformed Dutch Church, 1693-1835 <b>description:</b> Enlarged and repaired in 1776; rebuilt 1807; burns in 1835 fire.  Then move up to Murray and Church Streets. <b>Denomination:</b> Reformed Dutch <b>Date Founded/Built:</b> 1693 </div>"
-74.012301,40.707394,"Grace Protestant Episcopal Church, 1808-1846",E,Non-evangelical,"<div class=""googft-info-window""> <b>name:</b> Grace Protestant Episcopal Church, 1808-1846 <b>description:</b> Moved up to a ""new and very elegant house"" on Broadway on corner of Tenth, in March 1846. <b>Denomination:</b> Protestant Episcopalian <b>Date Founded/Built:</b> 1808 </div>"
